Date,BACB
2021-06-18,-0.010263695744602773
2021-06-19,-0.004739902750276201
2021-06-20,0.0032163386128803793
2021-06-21,-0.028409937926449517
2021-06-22,-0.003979732683843884
2021-06-23,0.014044492453823392
2021-06-24,0.0006704354502875938
2021-06-25,-0.015041624797935919
2021-06-26,0.00256733847534643
2021-06-27,0.00861908877952453
2021-06-28,0.004891580276573478
2021-06-29,0.0075563244348134315
2021-06-30,0.0041724272594318886
2021-07-01,-0.007334524163917867
2021-07-02,0.00313047931696441
2021-07-03,0.004392453464114018
2021-07-04,0.0021710765059223306
2021-07-05,-0.0022351688321270297
2021-07-06,0.0019184906411763936
2021-07-07,-0.0012242015114011396
2021-07-08,-0.010053854053259455
2021-07-09,0.0010171704261534398
2021-07-10,0.002703755067599655
2021-07-11,0.0017390689203247657
2021-07-12,-0.005427283424132936
2021-07-13,-0.006800581052407392
2021-07-14,0.0001455175081520951
2021-07-15,-0.007499117810755549
2021-07-16,-0.00546062450876886
2021-07-17,0.0017628806626898072
2021-07-18,0.0007660388105018378
2021-07-19,-0.010403678009180841
2021-07-20,-0.005483525635620826
2021-07-21,0.015540000997892493
2021-07-22,0.005779710575032648
2021-07-23,0.001798775883100489
2021-07-24,0.005646953342395475
2021-07-25,0.0015854593868948775
2021-07-26,-0.0002839619721149195
2021-07-27,0.0023136875072882154
2021-07-28,-0.0011050125098231857
2021-07-29,0.007110588802045815
2021-07-30,0.005876424642235469
2021-07-31,0.0064215188646081335
2021-08-01,-0.00388889012230989
2021-08-02,0.00026673010566978815
2021-08-03,-0.003929779552529321
2021-08-04,0.010148559052447931
2021-08-05,0.00526304609919602
2021-08-06,0.004862385284418948
2021-08-07,0.00836381793395146
2021-08-08,-0.008758925657146246
2021-08-09,0.006097560723842905
2021-08-10,-0.0014830999366583734
2021-08-11,0.005720024810824429
2021-08-12,-0.0018715882130264545
2021-08-13,0.011391861128132433
2021-08-14,-0.0036849306378682334
2021-08-15,0.006036821040857735
2021-08-16,0.005494858065928978
2021-08-17,-0.0012884767618538808
2021-08-18,0.01249952846632188
2021-08-19,0.009409264048701174
2021-08-20,0.006563973652987458
2021-08-21,0.010122187827606346
2021-08-22,-0.0032409067142035917
2021-08-23,0.005848024609740977
2021-08-24,-0.013334224946959614
2021-08-25,0.014876567640242738
2021-08-26,-0.011655097672874041
2021-08-27,0.023575701843154048
2021-08-28,0.010220073694802267
2021-08-29,-0.004192073171015738
2021-08-30,0.0023621484215232296
2021-08-31,0.006239568854917569
2021-09-01,0.00919518782175165
2021-09-02,0.00021815997339659472
2021-09-03,0.01005778619020037
2021-09-04,-0.0055068018705535
2021-09-05,0.0067628001581418375
2021-09-06,0.007877803755202384
2021-09-07,0.0012652186785750232
2021-09-08,0.0261223506302118
2021-09-09,0.022860657524551183
2021-09-10,0.0007453703640323453
2021-09-11,-0.006296398163300957
2021-09-12,0.021466983253687365
2021-09-13,-0.008681024096609393
2021-09-14,-0.008385192115750603
2021-09-15,0.012513615011800174
2021-09-16,0.004676894852527982
2021-09-17,-0.022314344048712933
2021-09-18,0.023407277783238613
2021-09-19,0.010291583419682376
2021-09-20,-0.03369236961085631
2021-09-21,-0.012674929682620174
2021-09-22,0.033927906706898596
2021-09-23,0.013437613523848348
2021-09-24,-0.0045038498170759285
2021-09-25,-0.006841570429894593
2021-09-26,-0.005178980564194787
2021-09-27,-0.005919951360824945
2021-09-28,-0.006111327580925282
2021-09-29,0.002064333283278537
2021-09-30,0.006003361728564831
2021-10-01,0.006375292620219298
2021-10-02,0.0038967581499114268
2021-10-03,0.002729874903592224
2021-10-04,-0.00406768802363293
2021-10-05,0.0020374045087723195
2021-10-06,-0.00467424334214417
2021-10-07,-0.0026729772150450577
2021-10-08,-0.002206132354228303
2021-10-09,0.0014088662005123083
2021-10-10,-0.0087515421790835
2021-10-11,-0.006702641888793493
2021-10-12,0.005240025479912795
2021-10-13,0.006052802081026753
2021-10-14,0.009073154673841571
2021-10-15,0.00322924603421474
2021-10-16,0.0004401797686471567
2021-10-17,-0.0015043444636872571
2021-10-18,-0.0008110007921801732
2021-10-19,0.004873925711594519
2021-10-20,0.017612779489685083
2021-10-21,-0.01557384758667921
2021-10-22,0.015150298435470218
2021-10-23,0.0002759554100988769
2021-10-24,-0.007696462370334386
2021-10-25,0.019429336776604026
2021-10-26,-0.00289017055994032
2021-10-27,-0.016913548250079728
2021-10-28,0.003518120027209392
2021-10-29,0.0008876745135293228
2021-10-30,-0.012750836876919983
2021-10-31,-0.0002566291465881127
2021-11-01,-0.011658038313484458
2021-11-02,0.0101536632385801
2021-11-03,-0.034495587778958815
2021-11-04,0.005400728365509128
2021-11-05,-0.007286992830269028
2021-11-06,0.006799458496390408
2021-11-07,0.0033223097346322676
2021-11-08,0.01269582822552828
2021-11-09,-0.01059109051919271
2021-11-10,-0.010385046583468182
2021-11-11,-0.005805407606237202
2021-11-12,-0.004826850336144647
2021-11-13,0.010222471247961804
2021-11-14,-0.0061653709127734435
2021-11-15,0.0018449759828161947
2021-11-16,-0.01701664362550303
2021-11-17,0.01920729945219707
2021-11-18,-0.03097137592340394
2021-11-19,0.01825847844573707
2021-11-20,0.015236005608886743
2021-11-21,-0.028835484839887092
2021-11-22,0.023639050003144924
2021-11-23,0.02644447207703678
2021-11-24,0.007584634036245487
2021-11-25,0.03974547258864729
2021-11-26,-0.03303246886524657
2021-11-27,0.004765507357279577
2021-11-28,0.014059690407844095
2021-11-29,-0.006548803699491781
2021-11-30,-0.004984320932045164
2021-12-01,-0.0057263969934799736
2021-12-02,-0.005461374304770302
2021-12-03,-0.025332745558833025
2021-12-04,-0.03834471844022927
2021-12-05,-0.00860672856932608
2021-12-06,0.00839334683821184
2021-12-07,-0.0027679876079474883
2021-12-08,0.01463150648396294
2021-12-09,-0.010120996808304276
2021-12-10,-0.011761002879845495
2021-12-11,0.017901678434390236
2021-12-12,0.004902480776649706
2021-12-13,-0.018032362347320027
2021-12-14,8.203606206784038e-05
2021-12-15,0.005691191719172112
2021-12-16,-0.002845943438349322
2021-12-17,-0.007513180388108141
2021-12-18,0.001161022459013497
2021-12-19,-0.0005277688833174349
2021-12-20,0.004448875572165202
2021-12-21,0.011513487261262955
2021-12-22,0.006962735483416769
2021-12-23,0.01478113791010438
2021-12-24,0.00012412152593726278
2021-12-25,0.0015105146546929508
2021-12-26,-0.0013010606933854159
2021-12-27,-0.004310023335599852
2021-12-28,-0.024458900790769688
2021-12-29,-0.004611155205807094
2021-12-30,0.007877533399251959
2021-12-31,0.001845346625575723
2022-01-01,0.022137130740253787
2022-01-02,-0.0006540056927449271
2022-01-03,0.008171035348818507
2022-01-04,-0.007861649895146535
2022-01-05,-0.020162046960016174
2022-01-06,0.00046669383039020583
2022-01-07,-0.01583991361829602
2022-01-08,-0.015389154885082792
2022-01-09,0.004952479158638452
2022-01-10,0.002090273715586407
2022-01-11,0.020172774158738447
2022-01-12,0.011289599147552187
2022-01-13,-0.005145991944613798
2022-01-14,0.005066130781793858
2022-01-15,-0.0021030205399265667
2022-01-16,0.010508187633840016
2022-01-17,-0.010823239905449162
2022-01-18,-0.0031788889657824414
2022-01-19,-0.014419227431796338
2022-01-20,-0.01228834448369786
2022-01-21,-0.028198816777316237
2022-01-22,-0.02097031996342254
2022-01-23,0.011502554414162695
2022-01-24,-0.0019274921384876422
2022-01-25,-0.003044497533354963
2022-01-26,0.0034592480102969467
2022-01-27,0.0005501030763452916
2022-01-28,0.0030936321058429024
2022-01-29,0.00273472806430015
2022-01-30,-0.0037483614341104646
2022-01-31,0.009690255049283183
2022-02-01,-0.004237429128758371
2022-02-02,-0.014096776662613553
2022-02-03,0.0035107524524723792
2022-02-04,0.015162080939439628
2022-02-05,0.01522760208226436
2022-02-06,0.013938188206101609
2022-02-07,0.0029093757517368473
2022-02-08,-2.85521370339761e-05
2022-02-09,0.00043105438715569384
2022-02-10,-0.002109665854231315
2022-02-11,-0.006750844943892528
2022-02-12,0.00046449876142275594
2022-02-13,-0.000633032897008355
2022-02-14,-0.002129905679755737
2022-02-15,0.009305079421491868
2022-02-16,-0.0032466717841136386
2022-02-17,-0.01879449630120473
2022-02-18,-0.0018823407954456114
2022-02-19,0.009378513758120917
2022-02-20,-0.01384753793243652
2022-02-21,-0.008356857507833102
2022-02-22,0.0031599285321595853
2022-02-23,0.00099182084794815
2022-02-24,-0.0007280393220463314
2022-02-25,0.009890644820586516
2022-02-26,0.008705450768642578
2022-02-27,-0.005902143888077776
2022-02-28,0.019915470087001636
2022-03-01,-0.010210653114572445
2022-03-02,0.02050049171509379
2022-03-03,-0.010389881301925457
2022-03-04,-0.014468538529913337
2022-03-05,-0.0005870483082108958
2022-03-06,-0.01505055968702097
2022-03-07,-0.006990276813471669
2022-03-08,-0.007064446721629226
2022-03-09,0.013242594249409894
2022-03-10,0.0065189968036410365
2022-03-11,-0.01507215366250041
2022-03-12,-0.009576637654450673
2022-03-13,0.006192033799025695
2022-03-14,-0.0061166777001425985
2022-03-15,0.002864745129274661
2022-03-16,0.004695291600115811
2022-03-17,-0.005690652137750641
2022-03-18,0.0009329353436485894
2022-03-19,-0.003670061351385156
2022-03-20,-0.0041521386674326765
2022-03-21,0.0013465898651857453
2022-03-22,0.01682678181305994
2022-03-23,0.0013431506675815868
2022-03-24,0.01434689812116977
2022-03-25,-0.015880875572178158
2022-03-26,-0.006661418207821036
2022-03-27,0.017141928147973128
2022-03-28,-0.017055088721735737
2022-03-29,0.009021183475085036
2022-03-30,0.0281031226169192
2022-03-31,-0.010210719817532578
2022-04-01,0.017793974838347725
2022-04-02,-0.007790520104982462
2022-04-03,0.00839043496595984
2022-04-04,-0.011460052751548459
2022-04-05,-0.014588010659135757
2022-04-06,-0.025846446528748186
2022-04-07,0.010844323315261374
2022-04-08,-0.02500857207599542
2022-04-09,0.005475953030524114
2022-04-10,-0.008866912523517028
2022-04-11,-0.01386173841678623
2022-04-12,0.003287181098149044
2022-04-13,0.006759552184452984
2022-04-14,-0.0031674899353826883
2022-04-15,0.003115923738117672
2022-04-16,-0.0004023243607100194
2022-04-17,-0.005353215076079576
2022-04-18,0.0016915038187328814
2022-04-19,0.002294197966752884
2022-04-20,0.0030044115556258047
2022-04-21,-0.007973906019174352
2022-04-22,-0.0029746461681172706
2022-04-23,-0.0038772415127016637
2022-04-24,-0.0029999965037653545
2022-04-25,-4.874651677992515e-05
2022-04-26,-0.03349679084573921
2022-04-27,0.011590748837145283
2022-04-28,-0.005133597480950993
2022-04-29,-0.025153706531530318
2022-04-30,-0.038118420494281824
2022-05-01,0.02117402803326682
2022-05-02,0.0022479227592052307
2022-05-03,-0.0077018146626370585
2022-05-04,0.005285373700441523
2022-05-05,-0.011158077071414155
2022-05-06,0.00024038614391097804
2022-05-07,-0.0034918405978249865
2022-05-08,-0.006643232277272801
2022-05-09,-0.024275918478954904
2022-05-10,0.003749851052064999
2022-05-11,-0.022333394871819408
2022-05-12,-0.00849418846269886
2022-05-13,0.008395766626506531
2022-05-14,-0.005079177264976281
2022-05-15,0.016706955311770647
2022-05-16,-0.0068722328925136435
2022-05-17,0.004875288041594566
2022-05-18,-0.007510774694743355
2022-05-19,0.006484927019866264
2022-05-20,-0.004135404451222005
2022-05-21,0.001860191773782537
2022-05-22,0.0033692799033016477
2022-05-23,-0.004333953930888816
2022-05-24,0.004606625524121328
2022-05-25,-0.0027626269155934446
2022-05-26,-0.006820227659154483
2022-05-27,-0.008592510302393452
2022-05-28,0.004680965149459584
2022-05-29,0.0033670488299963213
2022-05-30,0.011576051902414983
2022-05-31,-0.0006047960092354485
2022-06-01,-0.010115672762566403
2022-06-02,0.01246637727891051
2022-06-03,-0.0010151548229968604
2022-06-04,0.0006701221586268304
2022-06-05,-0.007355771412942792
2022-06-06,0.0012580353674387663
2022-06-07,-0.0029966369519295734
2022-06-08,-0.0005187184021189124
2022-06-09,4.298024663735296e-05
2022-06-10,-0.0045784494090266355
2022-06-11,-0.005933808808642136
2022-06-12,-0.006099844915017476
2022-06-13,-0.031765721848382514
2022-06-14,0.0013639571691613289
2022-06-15,-0.008817030858163865
2022-06-16,-0.0071227687790096205
2022-06-17,0.008008503238890073
2022-06-18,-0.009423646700288014
2022-06-19,0.014807093315907606
2022-06-20,-0.0024489805135682326
2022-06-21,0.0032134869573227118
2022-06-22,-0.010656071345581613
2022-06-23,0.015723044173952434
2022-06-24,0.005301048928014755
2022-06-25,-0.002220225107083997
2022-06-26,0.007116481755325062
2022-06-27,-0.0020111200527059307
2022-06-28,-0.0032730578571176796
2022-06-29,-0.0024496936429919416
2022-06-30,-0.0017951219876386963
2022-07-01,-0.0038905758915902785
2022-07-02,0.0011594033703941433
2022-07-03,-0.0008606324684161917
2022-07-04,0.014712178260319635
2022-07-05,0.004717094808274364
2022-07-06,0.0017130863855171472
2022-07-07,0.012536030074891215
2022-07-08,-0.003595061745082288
2022-07-09,0.003086283769156993
2022-07-10,-0.01446554314597021
2022-07-11,-0.01923933785420546
2022-07-12,0.004175335404796975
2022-07-13,0.004166709031594817
2022-07-14,0.009405204690989492
2022-07-15,0.005451347811687234
2022-07-16,0.008610225060051801
2022-07-17,-0.003578764740003116
2022-07-18,0.023550864744643574
2022-07-19,0.007871326033836005
2022-07-20,-0.01085961596888173
2022-07-21,0.002667886217838791
2022-07-22,0.0013981851435141844
2022-07-23,0.0001007738326357518
2022-07-24,-0.004099813406547327
2022-07-25,-0.02090155329064835
2022-07-26,0.004895407825405061
2022-07-27,0.013646619329698795
2022-07-28,0.002395137597230155
2022-07-29,0.021814649937398133
2022-07-30,-0.0035739784746173313
2022-07-31,-0.0016634809464370786
2022-08-01,-0.004480164892562587
2022-08-02,-0.004751918161992884
2022-08-03,0.008189510737196815
2022-08-04,0.011088617195699958
2022-08-05,0.004900135715328475
2022-08-06,-0.0007737546755370738
2022-08-07,0.002260247120672829
2022-08-08,0.0059388952899920985
2022-08-09,-0.005121695285997811
2022-08-10,0.005023147708009028
2022-08-11,0.013994231117311096
2022-08-12,0.022088348646355557
2022-08-13,-0.014726395104989963
2022-08-14,-0.01040926414146996
2022-08-15,-0.0013483685744201893
2022-08-16,0.003531961326067583
2022-08-17,-0.004321821822300832
2022-08-18,-0.008674948683313125
2022-08-19,-0.02135622323843803
2022-08-20,0.0009817269562693144
2022-08-21,0.009414839653250875
2022-08-22,0.007453597708098164
2022-08-23,0.007577991599368678
2022-08-24,-0.0012189665475724751
2022-08-25,-0.0007057668148019449
2022-08-26,-0.013805716923604926
2022-08-27,-0.0007412722230498856
2022-08-28,-0.0049810653472236776
2022-08-29,-8.502655424077218e-05
2022-08-30,-0.007509466594615188
2022-08-31,-0.006629908060928254
2022-09-01,0.001906870458455528
2022-09-02,0.002438305084638133
2022-09-03,0.008018586049961019
2022-09-04,0.0026531522543973268
2022-09-05,0.0021812749217289358
2022-09-06,-0.02238743207557709
2022-09-07,0.01873568991552961
2022-09-08,-0.0058246735297597255
2022-09-09,0.01963975005525236
2022-09-10,0.0034013635248000456
2022-09-11,-0.0009839414018514281
2022-09-12,-0.004052366044772375
2022-09-13,-0.027036423295459428
2022-09-14,0.006492173124296665
2022-09-15,-0.010791559364281543
2022-09-16,0.0035387637276703176
2022-09-17,0.010273886940758793
2022-09-18,-0.030562099506125498
2022-09-19,0.014383077431653204
2022-09-20,-0.008508379556422634
2022-09-21,-0.005058641491822054
2022-09-22,0.022104509821484247
2022-09-23,0.0024186392461255316
2022-09-24,-0.003911115606918628
2022-09-25,-0.0018559282463638872
2022-09-26,-0.0011897815842266365
2022-09-27,-0.004953235524731054
2022-09-28,0.004218863726757458
2022-09-29,0.0014477824684003548
2022-09-30,0.0002516588754872651
2022-10-01,0.0012985799746479479
2022-10-02,-0.0016998903217210672
2022-10-03,0.005619286619197754
2022-10-04,0.009055868619573689
2022-10-05,-0.0014611216903330409
2022-10-06,-0.003408166294735635
2022-10-07,0.0025333665353670176
2022-10-08,-0.0034631558511928387
2022-10-09,0.0031313567839012396
2022-10-10,-0.03151914545162869
2022-10-11,-0.0062423537848854665
2022-10-12,-0.0035994219042092294
2022-10-13,-0.005410120944696876
2022-10-14,0.01564506479923703
2022-10-15,-0.0039142808884062835
2022-10-16,0.006505119190000748
2022-10-17,0.010188387849996159
2022-10-18,-0.012407759553869035
2022-10-19,-0.013497509679781278
2022-10-20,-0.009248573617456745
2022-10-21,0.01932996985666315
2022-10-22,0.0008948144562416601
2022-10-23,0.023944162774696055
2022-10-24,-0.019698568306215875
2022-10-25,0.022834818784263092
2022-10-26,0.026305542714106307
2022-10-27,0.013127960079217698
2022-10-28,0.008495045077924233
2022-10-29,0.01331279375209399
2022-10-30,0.0054941454303214
2022-10-31,-0.004079411594975169
2022-11-01,-0.003774594886355355
2022-11-02,-0.002908939773558879
2022-11-03,0.01339831367965031
2022-11-04,0.03131430250809992
2022-11-05,0.0049399926325534365
2022-11-06,-0.01611604418186582
2022-11-07,-0.004039332188922332
2022-11-08,-0.00891698301129783
2022-11-09,-0.036155785854022245
2022-11-10,0.024503218879565688
2022-11-11,-0.0007358853432886075
2022-11-12,-0.0029797210301277244
2022-11-13,-0.004549716165036779
2022-11-14,0.0011237445621141329
2022-11-15,0.0005473639469164117
2022-11-16,-0.0025323373415038404
2022-11-17,0.0019446684232722379
2022-11-18,0.0005382941387393478
2022-11-19,0.0011691813852241668
2022-11-20,-0.0031367042115851562
2022-11-21,-0.004545697480212951
2022-11-22,0.008911938527585468
2022-11-23,0.01386742521313676
2022-11-24,0.002850215835799278
2022-11-25,-0.0020880405746897496
2022-11-26,0.0002406180578825785
2022-11-27,0.0006814432617217951
2022-11-28,-0.007818285035521982
2022-11-29,0.0063595041087979145
2022-11-30,0.008064460040702999
2022-12-01,-0.00971555523021526
2022-12-02,0.0018319927297800126
2022-12-03,-0.008170313510003933
2022-12-04,0.007023330173239225
2022-12-05,-0.0020382041019487785
2022-12-06,0.0003822475425024432
2022-12-07,-0.002538531127202806
2022-12-08,0.0018892307377348751
2022-12-09,-0.0011920418919756938
2022-12-10,-0.0008518003459096446
2022-12-11,-0.0003999675483556744
2022-12-12,-0.004534705685969364
2022-12-13,-5.972486187646663e-05
2022-12-14,-0.0009899966375389669
2022-12-15,-0.00511729765907549
2022-12-16,-0.016297253402185654
2022-12-17,0.005152200795076361
2022-12-18,0.00219221868998192
2022-12-19,-0.00473299535792829
2022-12-20,0.00334591471230128
2022-12-21,-0.0014575355981642502
2022-12-22,-0.00018657053084251613
2022-12-23,-1.3582047657768084e-05
2022-12-24,-0.00018909202519653184
2022-12-25,-0.0008652887849867791
2022-12-26,0.0024548836716505465
2022-12-27,-0.0024092861247899788
2022-12-28,-0.016067279639807478
2022-12-29,0.00031533356763631816
2022-12-30,-0.0007181100675501895
2022-12-31,0.0025850468154514686
2023-01-01,0.003422186434358081
2023-01-02,0.0051675139562710765
2023-01-03,-0.002989633730046765
2023-01-04,0.004033824115776825
2023-01-05,0.0014793643214618356
2023-01-06,0.009365251245168774
2023-01-07,0.004916359164659294
2023-01-08,0.0014680539240453584
2023-01-09,0.0026795271394435623
2023-01-10,0.004401815247740635
2023-01-11,-0.009796208477405801
2023-01-12,0.04056022417279655
2023-01-13,0.02926371264852829
2023-01-14,0.013381997915287215
2023-01-15,0.011082259766541131
2023-01-16,0.002268020622781586
2023-01-17,-0.006112288590864672
2023-01-18,-0.020929073295103184
2023-01-19,0.0106496991061583
2023-01-20,0.03401381980231246
2023-01-21,-0.00805610081323347
2023-01-22,0.003734889278391217
2023-01-23,0.0022051658337529706
2023-01-24,-0.013753954889780564
2023-01-25,0.01653790208781395
2023-01-26,0.004087789213600619
2023-01-27,-0.004304082992597907
2023-01-28,0.0020671614323518697
2023-01-29,0.007878519845757619
2023-01-30,-0.00831715224283812
2023-01-31,0.01410939551454901
2023-02-01,0.03411447582989616
2023-02-02,-0.005413160488278196
2023-02-03,0.008546292551534567
2023-02-04,-0.0009400746119163113
2023-02-05,-0.017384471928550357
2023-02-06,-0.005653112094992857
2023-02-07,0.009659243086708487
2023-02-08,-0.006904401283824483
2023-02-09,-0.020259897056928045
2023-02-10,0.010366642447468198
2023-02-11,0.00510342103863961
2023-02-12,0.0016544880376287542
2023-02-13,-0.011034212726753171
2023-02-14,0.001246378372233967
2023-02-15,0.009019886115834838
2023-02-16,-0.005491075468734513
2023-02-17,0.009000895897057304
2023-02-18,0.004837853105623065
2023-02-19,-0.003812066489744991
2023-02-20,0.0254370531615117
2023-02-21,-0.010261762124609797
2023-02-22,-0.02714448227196857
2023-02-23,-0.005709420995695345
2023-02-24,-0.013457445251509966
2023-02-25,-0.0019012611106945516
2023-02-26,0.0034547872567729896
2023-02-27,-0.0058474246771968
2023-02-28,-0.0032498218221751964
2023-03-01,0.004893646759551606
2023-03-02,-0.0026616515299728283
2023-03-03,-0.008567749940223888
2023-03-04,-0.002762836738491896
2023-03-05,-0.006456967940252844
2023-03-06,0.0018238397271940167
2023-03-07,0.003786685332184696
2023-03-08,0.002166109928068902
2023-03-09,-0.005020923406553621
2023-03-10,-0.002748282342985541
2023-03-11,0.00035723562692507323
2023-03-12,-0.012599161011450791
2023-03-13,0.004203408515387795
2023-03-14,0.008468669617471744
2023-03-15,-0.0014149982569607767
2023-03-16,0.0033337093463622625
2023-03-17,0.0022164990157199104
2023-03-18,-0.006262465710155244
2023-03-19,0.003455511274538421
2023-03-20,-0.0060973853526738045
2023-03-21,0.00660819908026653
2023-03-22,-0.004679232462697191
2023-03-23,0.0059260629438315955
2023-03-24,-0.001247418016842287
2023-03-25,0.003264034470754887
2023-03-26,0.002134365846027124
2023-03-27,0.0003248034468154394
2023-03-28,0.004455524773049797
2023-03-29,0.003681709372840139
2023-03-30,0.001737708839886661
2023-03-31,-0.00017706785155843728
2023-04-01,-0.003822977331655985
2023-04-02,0.00295777824192238
2023-04-03,0.018154380477808547
2023-04-04,-0.0031944857670378945
2023-04-05,-0.022102893584018242
2023-04-06,-0.014913189401713642
2023-04-07,0.0028682862620353885
2023-04-08,-0.0023449184605377586
2023-04-09,0.012230697432036638
2023-04-10,-0.003241963319223781
2023-04-11,0.0008489351694125283
2023-04-12,-0.004960035688187274
2023-04-13,0.006692543159712293
2023-04-14,0.005250940193683203
