Date,1INCH,AAVE,ADA,ALGO,APE,ARB,ATOM,AVAX,AXS,BAT,BNB,BTC,CHZ,COMP,CRV,DOGE,DOT,ENJ,ENS,EOS,ETC,ETH,FIL,FLOW,FTM,GRT,IMX,INJ,LINK,LRC,LTC,MANA,MATIC,NEAR,OP,SAND,SEI,SNX,SOL,SUI,SUSHI,THETA,TIA,UNI,VET,XLM,XRP,XTZ,YFI,ZIL
2020-12-31,11.004750000000001,31.986045,10.950000000000001,10.950000000000001,,,21.106125000000002,10.950000000000001,33.45444,10.950000000000001,56.665155,40.23468,10.950000000000001,-29.829990000000002,-82.21041000000001,63.81441,19.533704999999998,133.78272,,10.950000000000001,10.950000000000001,38.18265,-122.39581500000001,,20.936400000000003,45.114,,,10.950000000000001,10.950000000000001,26.596455000000002,,11.068259999999999,10.950000000000001,,,,10.950000000000001,-177.36591,,10.950000000000001,-121.36323,,31.122090000000004,10.950000000000001,10.950000000000001,-67.68304499999999,10.950000000000001,10.950000000000001,-4.814715
2021-01-01,34.937435,69.78215999999999,42.84041500000001,10.950000000000001,,,65.57955,-105.33097000000001,48.215039999999995,10.950000000000001,74.22129,30.494290000000003,10.950000000000001,-2.1447399999999996,-159.93278,67.100505,71.22537,109.23063000000002,,32.91278,10.950000000000001,55.638774999999995,10.950000000000001,,45.09575,112.99852499999999,,,27.934544999999993,14.110899999999999,68.972955,,38.87907,10.950000000000001,,,,18.25584,-164.38541500000002,,60.417719999999996,-225.79922,,45.67099,54.96388999999999,49.419905,13.291839999999999,17.525475,18.893495,-2.26592
2021-01-02,26.481115,55.621984999999995,23.810409999999997,22.4183,,,90.19332499999999,35.084894999999996,49.367345,19.746865,41.04935999999999,53.15203,10.950000000000001,-1.8885099999999995,-150.46541000000002,-21.386444999999995,93.07865,33.21207999999999,,38.786725,10.950000000000001,67.156715,10.950000000000001,,62.103655,87.70000999999999,,,54.92446999999999,17.92223,52.218725,,48.86036,10.950000000000001,,,,10.950000000000001,-43.229870000000005,,58.33904499999999,-35.320685000000005,,60.23084000000001,34.58229,39.98502,10.950000000000001,20.154935000000002,18.04852,-0.18979999999999966
2021-01-03,61.492645,67.75349,54.14848,54.88943,,,138.753655,96.79325499999999,94.42111999999999,31.952464999999997,142.13465,143.73992,10.950000000000001,10.950000000000001,-24.137815,9.82872,128.12412500000002,94.87189500000001,,103.54356499999999,61.13202500000001,112.38568999999998,44.052945,,87.485025,85.092815,,,136.651255,38.80169,150.297145,,94.27365999999999,63.89836,,,,57.0203,-113.47959499999997,,96.898375,-8.723864999999998,,76.74636000000001,128.098575,97.601365,138.244845,71.29983,81.423835,32.738675
2021-01-04,172.97569,177.924725,93.39729499999999,168.090165,,,221.06991499999998,202.30562999999998,260.0683399999999,65.08935500000001,271.11105000000003,166.71192500000004,10.950000000000001,67.78926,61.764570000000006,135.659185,248.99934999999996,192.5083,,153.30657000000002,96.656745,275.933065,66.68842000000001,,307.730405,228.45824499999998,,,244.98945999999998,-152.31158,198.2461,,210.40023499999995,157.57743499999998,,,,88.96728999999999,-194.58369000000002,,134.36307,-28.090034999999997,,139.83369,220.90456999999998,176.98047000000003,256.028885,161.11246,195.07315499999999,213.54617
2021-01-05,43.14044499999999,58.42263,10.950000000000001,34.883779999999994,,,62.45661,20.86413,56.304535,10.950000000000001,79.38604000000001,72.41892,10.950000000000001,10.950000000000001,10.950000000000001,10.950000000000001,24.44186,59.36870999999999,,62.827450000000006,23.000840000000004,90.661255,19.38077,,91.553315,58.60221,,,63.815504999999995,-137.82327,76.344495,,89.765545,20.339260000000003,,,,32.9595,-523.787775,,74.333345,-50.03347,,30.856734999999997,39.915670000000006,49.305295,42.535275000000006,50.675505,88.11027,48.30008500000001
2021-01-06,124.734735,193.63688,45.50893000000001,143.92315,,,250.774345,138.19484000000003,156.37914,89.60823,242.31984999999997,177.55570999999998,10.950000000000001,34.11071,158.987065,129.210365,183.30957,215.62010000000004,,162.75934,144.379765,240.15393999999998,102.25365500000001,,155.988955,156.31125,,,176.63481499999997,135.07116999999997,178.07766000000004,,101.009005,164.60186000000002,,,,198.11798499999998,-821.25,,149.034975,15.124870000000001,,118.038445,167.165985,68.98938,157.054755,125.81039000000001,185.61637000000002,250.08121
2021-01-07,205.68954499999998,259.36972999999995,48.137295,95.569775,,,215.728505,70.002255,261.682005,100.771755,175.02918000000003,125.15886499999999,10.950000000000001,15.56944,190.161715,99.16867500000001,113.68363,248.68326000000002,,151.26585500000002,121.63405999999999,166.83055,186.259865,,274.168655,320.91749,,,191.80458,396.60535000000004,148.21774000000002,,295.424065,208.74496,,,,263.233255,-547.5,,99.78296999999999,-5.5994649999999995,,97.75393500000001,208.81029499999997,96.16144000000001,179.07228500000002,133.43889,253.81296999999998,288.881805
2021-01-08,-2.0976549999999996,137.33782000000002,82.47029,35.417775,,,105.05247499999999,15.102605000000002,73.940605,46.33382999999999,81.293895,159.670345,10.950000000000001,27.13337,62.25951,29.951169999999998,121.41432999999999,151.42973999999998,,86.77619499999999,82.75572,141.091845,84.94827500000001,,87.04373999999999,28.965304999999997,,,106.31647000000002,120.68287000000002,133.7214,,112.40758999999998,71.1823,,,,79.341875,-3.698910000000001,,82.28195,-17.018125000000005,,86.6583,65.47953999999999,86.77327500000001,107.41293,97.19730999999999,245.12669999999997,86.89774
2021-01-09,119.09657999999999,124.73656,106.33618,28.351375,,,107.26985,10.950000000000001,118.32278000000001,84.372305,23.774639999999998,101.03711,10.950000000000001,10.950000000000001,88.3154,47.62410499999999,87.6146,156.797795,,101.66783000000001,94.08787500000001,107.02165,107.73303499999997,,120.27078500000002,96.56075000000001,,,94.232415,147.31911000000002,117.596795,,66.25626,44.496055,,,,85.50672499999999,81.52494000000002,,78.640345,-16.268050000000002,,102.162405,80.41899000000001,131.474825,133.44326999999998,91.729975,183.45192,95.46428999999999
