Date,1INCH,AAVE,ADA,ALGO,APE,ARB,ATOM,AVAX,AXS,BAT,BNB,BTC,CHZ,COMP,CRV,DOGE,DOT,ENJ,ENS,EOS,ETC,ETH,FIL,FLOW,FTM,GRT,IMX,INJ,LINK,LRC,LTC,MANA,MATIC,NEAR,OP,SAND,SEI,SNX,SOL,SUI,SUSHI,THETA,TIA,UNI,VET,XLM,XRP,XTZ,YFI,ZIL
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-02,-0.11630006465227868,-0.0526846731883182,0.011752762982581712,0.024714170870788053,0.0339931431990404,0.3758987148365847,-0.08050724355139735,-0.04746383425782813,-0.09057308278066153,-0.005426014025267551,0.008840430545519288,0.08959001114880642,-0.07461591579057918,,-0.013195439807553085,0.6244368896689525,0.10308677903172549,-0.02969176129196887,,-0.0034257612198665076,0.013601352713020102,0.05871490894439917,-0.021865709540506834,,-0.04420644006813937,0.05896447939970665,,-0.12288631342217224,0.028855720176599427,-0.0031513866980083334,0.08147016129426982,-0.051281943127142834,0.06682718132028537,0.0378533384657175,,0.02975049319620163,,-0.021347265301310963,-0.02351373807232641,,-0.04140136372835273,0.1968344555095956,,1.1890898267147123,0.046341309803459615,-0.03526498772968598,-0.06880969747334324,-0.005103305158001,-0.018292518604259646,-0.084000349356871
2021-01-03,0.06197812794689843,0.060918325780291695,0.14444890557007625,0.035331021369450905,0.2560063969607347,0.023113506508261838,0.07114990571733684,-0.006313564960330209,0.04843995952184795,0.05924894976746246,0.07327538993079916,0.020175172403393154,0.006780735284943171,,0.09039495596282976,-0.08284927421281803,0.08574437151394655,0.025041567721830672,,0.06222674992352688,0.12576532187406567,0.23069522900113032,-0.017694952800787728,,0.13253750882953433,0.23656166368954168,,0.20622649306318414,0.11066700384485258,0.4415358895702831,0.15678569814346102,0.023259119611927417,0.047781846318730004,0.043742710589701195,,0.0712085162666417,,0.1468109943319867,0.18353516878293835,,0.07387236022264039,-0.12354926788616591,,0.02054872523682686,0.26007148172762445,0.06513737703590054,0.01874012309761852,0.0651831279889849,0.09753826037286863,-0.06756548264235954
2021-01-04,-0.05931174336153765,0.19879797093332763,0.09205641263368962,0.036917040335199734,0.0018405141192233152,-0.026236093382090108,0.030969702104997957,0.03321726104164046,-0.014131738288166594,0.006451168913599735,-0.005424925400666705,-0.02502246735581663,-0.03750414825424636,,0.006971209061354186,-0.00040946162946639173,-0.05782004274961119,0.042368175263657055,,0.005443688437464766,0.0674251326765687,0.0642419928748038,0.0019130505035866636,,0.08140292684337601,0.057390764328814396,,-0.01655112743070476,-0.005812330984089737,0.3035273618629754,-0.03418295178729937,-0.024907243350071044,0.20883396681688499,-0.06235798387158715,,-0.011344579616646979,,0.18306726402651813,0.13939266806068845,,0.03516821584584565,-0.07898907025286697,,-0.02401485873335467,-0.04966822613083421,0.19127537268445902,0.04683414193962314,0.08009983245634714,-0.01162922265480612,0.03495032219739586
2021-01-05,0.1945137695501488,0.04677586622473667,0.13913391928924346,0.08885755448666413,-0.003583023869959006,-0.2252959770846361,0.03603689518023313,0.16573278343558395,-0.004716468965383099,0.06235163365731937,0.019556328288994285,0.06128001171320478,0.061580925003680925,,0.014708464818195665,0.01554361244115892,0.024208780793167798,0.03782730630987203,,0.030660197016627873,0.03288742500081265,0.05587097093740991,0.007673477547242981,,0.008292725220206337,0.05639229088085478,,0.054240525958269066,0.06895460964937683,0.266191485879111,0.024171053539886554,0.034282981001216684,-0.005990113911276257,0.08202386175536597,,0.03083309624114416,,0.08790350724285274,-0.14149268843492513,,0.08117552538893845,0.0849180353826772,,0.06062459209438641,0.12356396723992014,0.16505566355710707,-0.04284827248134454,0.029086267920029198,0.016846335707857204,0.0016611859192320983
2021-01-06,0.18908304786351762,-0.01255569820860959,0.25065175293171693,0.06438998926728481,-0.1163160870403248,0.07996742474249775,0.07193304212680994,0.08651928292241537,0.07149379402414076,0.07704107550499337,0.010282609575795722,0.08002182823088061,0.05455897024568884,,0.060229377478934074,0.053483407911942345,0.03984945118633298,0.0922295634601151,,0.15296113878878692,0.04592354722343164,0.0929151527017415,0.015457249465926406,,0.1716584472597861,0.09511415121138025,,0.006588758541794366,0.1654101967186863,-0.16812238684862002,0.06364649270644794,0.11600923361842255,0.3618725105237737,0.026211985549580784,,0.06917160616495585,,-0.024772276216508494,-0.11170476574173532,,0.005434320453465399,0.02333575667538307,,-1.0140548954989355,0.09837067545966152,0.5591838567549432,0.10118640440388411,0.0951632398156544,0.040537376938867054,0.10366088552519012
2021-01-07,-0.14775012937377588,-0.0005250364600222915,-0.10111184998321261,-0.09964111623109169,-0.008609818311903198,0.06561162252868386,-0.06261422063146448,-0.03160523905226988,0.012235757710616323,0.02487388085161962,0.02998597249800569,0.06687092425852742,-0.04743756099882058,,-0.014540561399897654,-0.0715898893720945,-0.04574949671526505,0.020246831309441903,,-0.05251572575375957,-0.05070145868735953,0.015263361201059275,0.006265105028986112,,-0.023682472190458374,0.012632323500106703,,0.006533744980331914,-0.06771993809049032,-0.09674770903956816,0.003537932744674582,0.3242997559416241,-0.06272050979854424,-0.029311372549681067,,-0.03240553075529495,,-0.04306073180278711,0.20693331715978577,,0.013740195274536814,-0.09105685405816674,,0.061154442595880064,-0.07028336596009606,-0.07617568901439073,0.2618690225411249,-0.03234054407285875,0.288203817679531,-0.027317902670944597
2021-01-08,-0.08884760192228454,-0.028572515316165885,0.01855140998242622,-0.017555133345079604,-0.0709348810133369,0.036579294308898024,-0.052942627319805015,0.2584927877309475,-0.02237204107342131,-0.0226205844328049,-0.02456119480137982,0.0355928898794487,-0.03870087158293603,,-0.03433166141806876,0.01061883164000958,-0.035615311892256626,0.30490927883447666,,-0.025495823037918145,-0.03779938276952973,-0.0012090062260797856,-0.020352171117341278,,0.10403987235119956,0.00013627787797624333,,0.0034530321446913505,-0.04751091090882809,-0.05571485418311973,0.021371298923941757,0.008238080635563649,-0.03893108582254423,0.13574451233161103,,0.005041938045966934,,0.011471896511818798,0.30529874303264476,,0.08752886994115026,-0.0015727477284510332,,0.033336370736899795,-0.04572738374750725,-0.04190819776167217,-0.008539382706122483,-0.029603690132200714,0.05382196367483875,-0.029925520684445248
2021-01-09,0.04310088968818718,0.05201666649804569,0.0857941514905677,0.06691686886043971,0.06286548327129851,-0.01397475510446737,0.09421071281275448,0.2192919564167503,0.01944491924367296,0.0926437251703015,0.03562450615674862,-0.01340052262051337,0.04655989990483496,,0.09521574034281548,0.03473401644082429,0.04932968797864699,-0.07140560587802784,,0.14941477647308646,0.11252879314345683,0.045416105438041254,0.020655122375560324,,0.03239394130795708,0.044980257536815796,,0.020814371835753694,0.1412519444707919,0.09963774756973592,0.023972011924734894,-0.10655764590628809,0.05438715879331257,0.028645035883125735,,0.05595457108357953,,0.11188814057026106,0.050120460781651714,,0.08269760072948246,0.02553729166071946,,0.9705305422991494,0.05422653476340856,0.0296034491577495,0.011339146250794125,0.07103577643992352,0.029732114181008525,0.034083528801348247
2021-01-10,-0.030392534647613455,0.07001503101532333,-0.08809391623530233,-0.05107443157807738,-0.02095445202717794,-0.048334942226545725,-0.016863739830905982,-0.09163001424463742,-0.04977921766446242,-0.06539925103726374,-0.034371431249955696,-0.04830048595686678,-0.04095331499539526,,-0.016033107063376614,-0.03331316557806727,-0.04955391094657695,-0.1006083317448783,,-0.16102597729523888,0.13461921350973663,-0.014808109930461662,0.06064298754371534,,-0.07816807865292782,-0.014583183921382319,,-0.07616301577557694,-0.08039091850545271,-0.0873795855985781,-0.036545187376125686,-0.08638929556571642,-0.09712900829039724,-0.01638819506558161,,-0.07763704603135717,,0.07476127370630255,0.023566468021437182,,-0.06050778393817123,-0.025955212462637333,,0.06899287148695142,-0.0627599839498967,-0.07723702596693587,-0.02659582517891233,0.04818135749827511,-0.05526330640500151,-0.03562858038017446
